age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
41,4,54422,13,2,2,5,4,0,0,0,40,33,1
60,4,252413,7,2,8,0,3,1,0,0,32,33,1
40,4,305846,7,2,1,5,4,0,0,0,40,33,1
24,4,52262,3,4,12,1,4,1,0,0,40,33,0
41,4,210259,7,0,1,4,2,0,0,0,37,33,0
20,4,137618,7,4,6,3,4,1,0,0,35,33,0
40,5,111483,15,4,2,3,4,1,0,0,40,33,0
41,6,214541,3,0,6,1,4,1,0,1590,40,33,0
21,4,108687,7,4,4,3,4,0,0,0,40,33,0
45,7,259087,4,0,2,1,4,0,0,0,45,33,0
47,4,334039,15,2,9,0,4,1,7298,0,44,33,1
47,4,202856,7,0,1,1,4,0,0,0,36,33,0
33,4,133503,3,2,3,0,4,1,2635,0,16,33,0
53,4,329222,15,2,8,0,1,1,0,1740,40,18,0
50,6,219420,2,0,4,1,4,1,0,0,64,33,0
23,4,181659,1,4,8,3,4,1,0,0,60,33,0
41,4,122215,4,2,2,0,4,1,15024,0,40,33,1
45,4,350440,3,2,9,0,1,1,0,0,40,33,1
36,4,208358,6,0,2,1,4,1,99999,0,45,33,1
46,4,187666,3,0,9,4,4,0,0,0,55,33,0
27,4,230563,3,4,1,3,4,0,0,0,40,33,0
36,4,182013,7,0,5,4,4,0,0,0,40,33,0
34,4,201122,7,2,8,0,4,1,0,0,48,33,1
28,4,66473,3,2,12,0,4,1,0,0,40,33,0
19,4,372483,7,4,13,2,2,1,0,0,35,33,0
40,4,175686,7,0,1,4,4,0,0,0,40,33,0
58,1,175873,7,2,1,0,4,1,0,0,40,33,1
73,0,30713,3,2,0,0,4,1,0,0,10,33,0
29,4,112403,7,4,11,1,4,1,0,0,35,33,0
22,0,139883,7,4,0,3,4,1,0,0,40,33,0
41,4,75171,15,0,9,4,4,0,0,0,40,33,0
47,2,246891,15,2,3,0,4,1,0,0,40,33,0
63,4,117681,3,0,10,1,4,1,0,0,25,33,0
23,4,240063,15,4,12,3,4,1,0,0,25,33,0
25,4,124111,3,4,12,3,4,0,0,0,50,33,0
44,4,172364,9,2,6,5,4,0,3908,0,60,33,0
36,4,254202,3,0,9,4,4,0,0,0,50,33,0
38,4,194140,7,5,12,4,2,1,0,0,50,33,0
65,5,172684,15,2,9,0,4,1,0,0,44,19,1
36,4,112497,12,2,4,3,4,1,0,0,50,33,1
21,4,175800,3,4,2,4,4,0,0,0,55,33,0
70,5,223275,15,2,9,0,4,1,0,0,40,33,0
30,4,75755,14,2,2,0,4,1,0,0,40,33,0
53,4,295896,1,2,8,0,4,1,0,0,45,33,0
25,4,61956,7,4,6,1,4,1,0,0,50,33,0
30,4,121775,15,2,10,0,4,1,0,0,40,33,0
40,2,189189,15,2,2,5,4,0,0,0,20,33,0
22,4,234474,7,4,1,3,2,0,0,0,25,33,0
54,5,125417,11,2,12,0,4,1,0,0,40,33,1
27,6,209301,3,2,8,0,4,1,0,0,60,33,0
36,4,188888,8,4,11,3,4,1,0,0,40,33,0
25,4,194342,3,4,12,3,4,1,0,0,40,33,0
20,4,205975,3,4,1,3,4,0,0,0,20,33,0
76,4,84428,7,6,4,1,1,0,2062,0,37,33,0
36,4,183739,3,2,8,3,4,0,0,2002,40,33,0
19,4,181652,7,4,1,3,4,0,0,0,24,33,0
47,4,165539,3,4,2,1,2,0,4101,0,40,16,0
27,4,153475,15,4,4,1,4,0,0,0,40,33,0
38,4,396595,7,2,8,0,1,1,0,0,40,33,1
33,4,158416,3,4,12,1,4,1,0,0,40,33,0
23,4,211527,7,4,11,3,4,1,0,0,60,33,0
56,4,243076,7,4,8,4,4,1,0,0,40,33,0
70,4,315868,15,0,1,1,4,1,0,0,40,33,0
40,5,225165,3,2,9,0,4,1,0,0,40,33,0
34,4,164190,15,2,9,0,4,1,0,0,40,33,0
34,4,238246,15,4,2,1,4,0,0,0,40,33,0
47,4,235108,7,2,8,0,4,1,5178,0,40,33,1
27,4,233421,7,4,1,3,4,1,0,0,20,33,0
42,4,282062,12,2,6,0,4,1,0,0,40,33,0
74,5,231002,3,2,9,0,4,1,0,0,30,33,1
29,4,59732,3,2,8,0,0,1,0,0,40,33,0
18,4,166224,3,4,13,3,4,0,0,0,20,33,0
37,4,538443,3,0,8,1,4,1,14344,0,40,33,1
32,4,169512,15,2,4,0,2,1,0,0,60,33,1
47,6,39986,15,2,4,0,4,1,0,0,40,33,0
35,4,93034,3,4,12,1,1,1,0,0,40,1,0
61,4,95929,12,0,13,1,4,1,0,0,40,33,0
19,4,228238,3,4,12,2,4,1,0,0,40,19,0
23,4,393248,7,4,1,3,4,1,0,0,40,33,0
24,4,329408,1,4,11,1,4,1,0,0,40,33,0
43,4,160815,14,0,2,4,4,0,0,0,40,33,0
44,5,60087,3,2,8,0,4,1,0,0,45,33,1
39,0,179352,7,0,0,1,4,0,0,0,35,33,0
68,6,197015,3,2,10,0,4,1,0,0,45,33,0
40,6,129298,3,2,13,0,4,1,0,0,45,33,0
25,4,163620,3,2,9,0,4,1,7298,0,84,33,1
21,4,304949,7,4,2,3,4,0,0,0,10,33,0
63,4,201700,15,2,4,0,4,1,7298,0,40,33,1
37,2,249392,14,2,3,0,4,1,0,0,40,33,1
41,5,220821,4,2,2,0,4,1,0,0,70,33,1
44,6,167280,15,2,4,0,4,1,0,0,40,33,0
59,5,187502,7,2,8,0,4,1,0,0,50,33,1
58,4,100303,8,2,8,0,4,1,0,0,40,33,0
41,4,51506,3,2,9,0,4,1,0,0,40,33,0
24,4,298227,7,2,9,0,4,1,0,0,50,33,0
59,4,157303,7,0,2,1,4,0,0,0,48,33,0
18,4,39302,8,4,13,3,4,0,0,0,12,33,0
25,4,340288,12,2,11,0,4,1,0,0,40,33,0
56,4,220187,7,2,5,0,4,1,0,0,45,33,1
52,4,177465,3,0,4,4,4,0,0,0,25,33,0
55,4,104996,11,2,8,0,4,1,0,0,10,33,0
23,7,435835,15,4,2,1,4,1,0,0,7,33,0
55,4,119751,4,4,2,2,1,0,0,0,40,31,0
31,4,170983,15,2,9,0,4,1,0,0,60,33,1
22,4,34747,3,4,13,3,4,0,0,0,35,33,0
34,4,299383,3,4,8,1,2,1,0,0,40,33,0
49,4,175305,11,0,13,4,4,0,0,0,40,33,0
48,4,148995,7,2,8,0,4,1,0,0,60,33,0
30,4,169152,3,4,5,4,4,0,0,0,40,33,0
44,4,214838,3,2,12,0,4,1,0,0,45,33,1
24,4,182163,1,4,1,1,4,0,0,0,40,3,0
42,4,213821,3,2,8,0,4,1,0,1887,40,33,1
77,4,117898,15,2,9,0,4,1,0,0,50,33,1
22,4,370548,14,4,8,1,4,1,0,0,30,33,0
20,4,286734,7,4,1,1,3,0,0,0,35,33,0
60,5,226355,14,2,12,0,4,1,0,2415,70,0,1
30,4,347166,3,4,9,1,4,1,0,0,60,33,0
29,4,151476,7,5,4,1,4,0,0,0,40,33,0
21,4,328906,7,4,13,3,4,1,0,0,30,33,0
24,4,163053,1,4,4,1,4,0,0,0,36,33,0
38,4,324053,15,2,4,0,4,1,0,0,40,33,1
48,1,497486,3,3,1,4,4,0,1471,0,40,33,0
40,4,109969,1,0,13,2,4,0,0,0,20,33,0
47,4,849067,8,0,11,1,2,1,0,0,40,33,0
40,4,136244,7,2,1,5,4,0,0,0,40,33,0
47,5,77764,15,2,2,0,4,1,0,0,60,33,1
37,2,365430,7,2,8,0,4,1,5178,0,40,33,1
25,4,262778,15,4,4,1,4,0,6849,0,50,33,0
41,2,249039,3,5,1,4,4,0,0,0,40,33,0
38,4,24126,7,0,9,1,4,0,0,0,40,33,0
59,4,168145,3,0,8,1,4,0,0,0,40,33,0
36,1,255191,4,4,2,1,4,1,0,1408,40,33,0
56,4,189975,7,2,8,0,4,1,0,1902,60,33,1
20,4,34310,7,4,4,3,4,1,0,0,20,33,0
36,2,102729,3,2,9,0,4,1,0,0,40,33,0
20,4,63210,3,4,11,3,4,1,0,0,15,33,0
30,4,281030,14,2,4,0,4,1,4064,0,40,33,0
66,2,54826,14,6,2,1,4,0,0,0,20,33,0
34,5,114733,13,2,1,5,4,0,0,0,36,33,0
51,2,168539,15,2,9,0,4,1,0,0,50,33,1
19,0,234519,7,4,0,3,4,1,0,0,35,33,0
37,4,39606,14,0,4,4,4,0,0,0,40,33,0
21,4,117583,3,4,8,3,4,1,0,0,40,33,0
29,4,324505,7,5,1,1,4,1,0,0,40,33,0
39,4,365009,15,4,11,3,4,1,0,0,40,33,0
47,0,178013,0,2,0,5,4,0,0,0,20,37,0
32,4,119124,15,4,2,3,4,1,0,0,40,33,0
57,6,65080,3,2,8,0,4,1,0,0,50,33,1
39,7,42186,3,2,1,5,1,0,3464,0,20,33,0
23,7,71996,15,4,1,3,1,0,0,0,52,33,0
38,4,201328,15,2,2,0,4,1,0,0,50,33,1
81,4,364099,7,0,1,1,4,0,0,0,20,33,0
56,4,204049,7,2,4,0,4,1,0,1848,50,33,1
67,0,37170,11,0,0,1,4,1,0,0,3,33,0
35,4,152734,7,2,3,0,2,1,0,0,40,0,0
51,2,155118,4,2,2,5,4,0,0,0,70,33,1
43,7,144811,6,0,2,1,4,1,0,0,50,33,0
29,4,160279,3,0,12,4,4,1,0,0,40,33,0
18,2,242956,1,4,2,3,2,0,0,0,40,33,0
34,2,240252,4,2,9,0,4,1,0,0,40,33,1
20,4,121596,7,4,13,3,4,0,2907,0,35,33,0
48,4,309212,7,0,9,1,4,0,0,0,40,3,0
51,6,168539,13,2,9,0,4,1,0,0,40,33,0
24,4,142566,0,4,12,1,4,1,0,0,45,33,0
44,4,96249,7,2,4,0,4,1,0,0,60,33,1
41,2,174491,3,5,13,4,2,0,0,0,40,33,0
33,4,167771,7,5,13,1,4,0,0,0,30,33,0
62,0,235521,3,2,0,0,4,1,0,0,48,33,0
44,4,765214,4,5,9,1,4,1,0,2559,40,33,1
29,4,130856,7,2,8,0,4,1,0,0,60,33,0
25,7,176162,15,4,3,3,4,1,0,0,40,33,0
20,4,235442,7,4,13,1,4,1,0,0,35,33,0
41,4,121130,3,4,1,1,4,0,0,0,40,33,0
21,4,548303,3,2,2,3,4,1,0,0,40,19,1
22,4,203715,7,4,1,3,4,1,0,0,40,33,0
19,4,84250,7,4,4,3,4,0,0,0,22,33,0
45,4,347993,11,2,8,0,4,1,0,0,44,19,0
19,4,232261,12,4,13,3,4,1,0,0,40,33,0
36,0,342480,1,4,0,1,2,1,0,0,40,33,0
50,4,117295,0,2,8,0,4,1,0,0,40,33,0
26,4,122206,3,4,8,2,4,1,0,0,40,33,0
23,4,549349,7,4,5,3,4,1,0,0,40,33,0
36,4,133974,14,0,4,4,4,0,0,0,40,33,0
37,6,225860,13,3,10,1,4,1,0,0,50,33,0
59,2,170423,3,2,13,0,4,1,0,0,40,33,0
58,4,100313,7,2,3,0,4,1,0,1902,40,33,1
43,4,112967,7,2,3,0,4,1,0,0,40,33,0
20,4,224217,3,4,6,1,4,1,0,0,40,33,0
33,4,118710,14,0,1,1,4,1,0,0,40,33,0
17,4,147069,1,4,13,3,4,0,0,0,16,33,0
31,4,81846,3,2,1,0,1,1,0,0,40,33,0
45,2,304973,3,2,3,0,4,1,0,0,78,33,1
56,2,52953,2,0,2,1,4,0,0,1669,38,33,0
47,4,145636,3,2,12,0,4,1,0,0,40,33,1
61,4,228287,3,2,8,0,4,1,0,0,50,33,0
29,4,186624,3,2,13,5,4,0,0,0,40,37,0
57,4,204816,4,0,2,1,4,1,0,0,30,33,0
54,4,28683,3,2,4,0,4,1,3464,0,40,33,0
22,4,210781,15,4,1,3,4,0,0,0,35,33,0
56,4,93211,3,6,13,4,4,0,0,0,40,12,0
21,4,131620,3,3,12,3,4,0,0,0,40,38,0
39,0,238721,15,0,0,3,2,0,0,0,40,33,0
23,0,44793,3,4,0,1,4,1,0,0,40,33,0
27,7,271243,7,0,1,4,2,1,0,0,40,16,0
33,4,454717,7,5,13,1,4,1,0,0,40,33,0
31,7,77634,5,4,13,1,4,1,0,0,24,33,0
24,4,228772,10,4,12,2,4,0,0,0,40,19,0
55,4,305759,3,0,13,1,4,1,0,0,40,0,0
20,4,204641,3,4,1,3,4,1,0,0,20,33,0
57,6,115422,3,2,8,0,4,1,3137,0,40,33,0
37,1,31670,15,2,9,0,4,1,0,0,40,33,0
62,4,134779,7,0,2,1,4,0,4650,0,40,33,0
50,1,169078,3,2,9,0,4,1,4386,0,40,33,1
32,4,303942,3,4,12,1,4,1,0,0,40,33,0
57,4,199713,3,2,12,0,4,1,0,0,55,33,0
25,2,476599,15,4,2,1,4,0,0,0,40,33,0
60,4,85995,4,2,1,0,1,1,0,0,50,29,1
42,4,270721,15,4,2,1,4,1,0,0,32,33,0
31,4,241797,7,0,5,4,4,0,0,0,40,33,0
40,4,155972,3,2,6,0,4,1,0,0,60,33,1
63,4,109517,7,6,1,4,4,0,0,0,43,33,0
51,7,454063,2,2,9,0,4,1,7298,0,40,33,1
47,4,202117,3,0,4,1,4,0,0,0,37,33,0
36,4,423711,3,2,12,0,4,1,0,0,45,33,0
52,2,153312,13,2,3,0,4,1,0,0,40,33,1
55,4,173422,7,2,12,0,4,1,0,0,40,33,0
49,4,239865,3,2,5,0,4,1,0,0,50,33,1
29,6,240172,15,4,9,2,4,1,0,0,50,33,0
19,0,80710,3,4,0,3,4,0,0,0,40,33,0
18,4,173255,3,4,6,3,4,1,1055,0,25,33,0
46,4,295791,3,0,5,1,4,0,0,0,30,33,0
45,4,99385,3,0,1,1,4,0,0,0,40,12,0
31,6,357145,2,4,2,3,4,0,0,0,48,33,0
28,4,236834,12,4,14,1,4,0,0,0,35,19,0
67,5,81413,3,2,6,0,4,1,0,0,40,33,0
40,4,193459,13,5,12,1,4,1,0,0,40,21,0
31,4,265706,15,4,4,1,4,1,0,0,40,33,0
40,4,79531,15,2,9,0,4,1,0,0,75,33,1
42,6,32016,3,2,10,0,4,1,0,0,70,33,0
49,1,193998,7,4,8,1,2,1,0,0,40,33,0
47,4,369438,7,2,8,0,2,1,0,0,30,33,1
67,0,40021,2,2,0,0,4,1,0,0,40,33,0
42,4,166740,15,2,4,0,4,1,0,1887,50,33,1
47,4,181652,3,0,1,1,4,0,0,0,40,33,0
55,2,223716,7,0,9,1,0,0,0,0,40,33,0
46,2,162566,4,0,2,4,4,0,0,0,50,12,0
36,6,127740,3,2,9,0,4,1,0,0,99,33,0
68,4,99491,7,6,13,1,4,0,0,0,20,33,0
52,4,173987,0,2,8,0,4,1,0,0,40,33,0
33,4,168030,3,0,13,4,4,0,0,0,32,33,0
23,4,123983,14,4,2,3,1,1,0,0,40,33,0
22,4,31387,15,2,1,3,0,0,2885,0,25,33,0
43,4,266439,3,0,12,1,4,1,0,0,45,33,0
38,4,111377,7,2,9,0,4,1,0,0,55,33,0
48,2,186172,13,2,3,0,4,1,0,0,40,33,1
33,4,222205,3,2,8,5,4,0,0,0,40,33,1
65,5,150095,3,2,6,0,4,1,0,0,40,33,0
22,4,100235,3,4,11,3,4,1,0,0,40,33,0
33,4,296453,4,2,5,0,4,1,0,0,15,33,0
22,4,221406,7,4,13,1,4,0,0,0,20,33,0
46,4,172155,15,2,12,0,4,1,0,0,40,22,0
61,6,32423,3,2,10,5,4,0,22040,0,40,33,0
35,4,67317,13,4,11,1,4,1,0,0,50,33,0
29,0,116820,3,4,0,3,4,1,0,0,50,33,0
54,7,258735,7,2,9,0,4,1,0,0,40,33,1
48,4,285570,3,2,1,0,4,1,0,0,40,33,0
42,4,201520,7,2,8,0,4,1,0,0,50,33,0
51,4,162944,3,2,8,0,4,1,0,0,40,33,0
42,6,52131,7,4,9,1,4,1,0,0,40,33,0
29,0,236834,7,0,0,3,4,0,0,0,15,33,0
42,7,121265,4,0,2,1,4,1,0,0,40,33,0
19,0,239862,7,4,0,2,4,1,0,0,40,33,0
29,4,130010,4,2,9,0,4,1,0,0,40,33,1
68,0,129802,3,6,0,1,4,0,0,0,12,33,0
36,4,207568,3,2,8,0,4,1,0,0,50,33,0
36,2,223433,14,2,3,0,4,1,0,0,53,33,1
21,4,153542,0,2,10,0,4,1,0,0,30,33,0
69,4,145656,7,6,1,1,4,0,0,0,24,33,0
50,4,30447,14,2,6,0,4,1,0,0,45,33,0
44,5,56651,7,2,9,0,4,1,7688,0,45,33,1
42,4,219155,15,2,4,0,4,1,15024,0,50,33,1
42,7,381581,3,0,1,1,4,1,0,0,40,33,0
34,4,110978,6,4,2,1,1,0,0,0,40,33,0
20,4,190231,12,4,12,3,4,0,0,0,11,20,0
42,2,175674,12,2,13,0,4,1,0,0,40,33,0
27,4,278736,8,4,11,2,4,1,0,0,40,19,0
50,4,310774,15,2,4,0,4,1,0,0,35,33,0
24,4,285775,15,4,1,1,4,1,0,0,40,33,0
30,0,159159,7,2,0,5,4,0,0,0,30,33,0
24,4,200295,7,4,8,1,4,1,0,0,40,33,0
66,4,98837,3,6,1,1,4,0,0,0,40,33,0
22,0,186452,7,4,0,3,4,1,0,0,36,33,0
37,4,212437,7,6,12,4,2,0,0,0,48,33,0
46,4,337050,4,2,9,0,4,1,0,1977,45,33,1
55,4,35551,3,0,8,1,4,1,0,0,40,33,0
47,4,122194,3,0,8,4,4,0,0,0,40,33,0
38,7,103925,3,0,13,4,4,0,2036,0,20,33,0
20,0,41356,14,4,0,1,4,0,0,0,40,33,0
23,4,184255,3,2,4,5,4,0,0,0,40,33,0
66,2,362165,15,6,2,1,2,0,0,2206,25,33,0
36,4,243409,15,2,8,0,4,1,0,0,45,33,0
45,4,112362,0,2,4,0,4,1,0,0,40,33,0
31,7,373432,15,2,2,0,4,1,7298,0,55,33,1
48,5,136878,3,2,8,0,4,1,0,0,60,33,1
19,4,158343,7,4,13,3,4,0,0,0,12,33,0
47,4,265097,3,2,12,0,4,1,0,0,40,33,0
39,4,294183,3,0,9,4,4,0,0,0,40,33,0
56,7,83696,15,5,2,1,4,0,0,0,38,0,0
22,4,180449,7,2,11,0,4,1,0,0,28,33,0
46,4,127089,7,2,2,0,4,1,5178,0,38,33,1
64,4,191477,10,6,14,4,2,0,0,0,4,33,0
30,4,347132,7,4,12,1,2,0,0,0,40,33,0
26,4,174592,7,4,1,1,4,0,0,0,40,33,0
40,4,199031,3,2,12,0,4,1,0,0,40,19,0
59,7,200732,4,2,2,0,1,1,0,0,50,24,1
33,4,195488,3,2,1,5,4,0,0,0,52,33,0
46,7,87018,15,4,9,4,4,0,0,0,40,33,0
62,4,134768,2,2,2,0,4,1,7688,0,40,0,1
47,4,275361,13,6,13,3,4,0,0,0,35,33,0
17,4,194517,1,4,10,3,4,0,0,0,18,33,0
23,4,177787,15,4,4,3,4,0,0,0,30,41,0
55,4,24694,7,0,2,1,4,0,0,0,40,33,0
49,5,318280,15,2,4,0,4,1,0,0,55,33,1
37,4,219546,14,2,8,0,4,1,4386,0,44,33,1
37,4,179481,15,2,12,0,4,1,0,0,40,33,1
48,4,102359,15,2,9,0,4,1,7298,0,60,33,1
28,4,66473,3,0,12,3,4,1,0,0,40,33,0
19,0,62534,15,4,0,3,2,0,0,0,40,16,0
25,4,217006,1,2,12,0,4,1,0,0,40,33,0
33,4,184784,0,0,12,1,4,0,0,0,40,33,0
22,4,183257,7,4,4,3,2,0,0,0,20,33,0
34,4,189759,4,4,2,1,4,1,0,0,40,33,0
43,4,207685,3,2,12,0,4,1,0,0,40,33,0
28,2,157437,15,4,3,1,4,0,4650,0,48,33,0
21,4,275726,3,4,8,3,2,1,0,0,40,33,0
28,4,203776,3,2,8,0,4,1,0,0,45,25,0
53,4,95647,12,2,11,0,4,1,0,0,50,33,0
19,7,56424,8,4,6,3,2,1,0,0,20,33,0
37,4,305379,15,2,9,0,4,1,0,0,50,33,1
21,4,108670,3,4,2,1,4,0,0,0,40,33,0
55,4,76860,3,2,13,2,1,1,0,0,40,24,0
40,1,178866,3,2,1,5,4,0,0,0,20,33,1
19,4,354104,3,4,11,3,4,1,0,0,30,33,0
28,4,90915,15,3,5,4,2,0,0,0,40,33,0
46,4,106092,3,2,9,0,4,1,0,0,45,33,1
59,2,171328,0,6,13,4,2,0,0,0,30,33,0
50,5,209642,7,2,4,0,4,1,99999,0,55,33,1
58,4,152874,7,6,13,1,2,0,0,0,40,33,0
36,4,174242,15,4,9,1,4,1,0,0,60,33,0
22,5,437161,3,4,1,4,2,0,0,0,40,33,0
37,6,154641,13,2,10,0,4,1,2105,0,50,33,0
21,4,159567,3,4,12,1,4,1,0,0,50,33,0
75,4,316119,7,6,2,1,4,0,0,0,8,33,0
57,1,310320,15,2,5,0,4,1,0,0,48,33,1
33,6,33404,3,0,8,1,4,1,0,0,65,33,1
34,4,185820,3,2,4,5,2,0,0,0,40,33,0
28,4,54042,14,4,13,1,4,0,2463,0,35,33,0
28,4,99838,15,4,9,1,4,1,0,0,38,0,0
23,4,142766,7,4,1,3,4,1,1055,0,20,33,0
24,4,181820,7,4,1,3,4,1,0,0,40,33,0
19,4,204389,3,4,1,3,3,0,0,0,25,27,0
34,2,229531,13,2,2,0,4,1,0,0,60,33,0
36,4,115700,3,2,4,0,4,1,0,0,50,33,0
40,4,174395,2,2,9,0,4,1,0,0,40,33,1
48,4,154033,3,0,4,1,4,0,0,0,52,33,0
40,7,151038,15,0,8,1,4,1,0,0,40,33,0
32,4,159589,3,4,11,3,4,1,0,0,50,33,0
31,4,193477,3,2,8,0,4,1,0,0,55,33,0
24,4,329530,12,2,4,0,4,1,0,0,45,19,0
44,4,245317,7,2,8,0,4,1,0,0,56,33,1
51,7,105943,3,2,1,5,4,0,3908,0,40,33,0
22,4,109039,3,4,9,1,4,0,0,0,55,33,0
62,4,143943,15,6,5,4,4,0,0,0,7,33,0
72,6,203523,6,2,9,0,4,1,0,0,10,33,0
25,4,256620,15,5,9,1,4,1,0,0,40,33,0
33,2,183923,4,2,2,5,4,0,7688,0,35,33,1
41,4,160785,7,2,9,0,4,1,0,0,60,33,1
51,6,195634,4,4,9,1,4,1,10520,0,20,33,1
54,4,140592,3,0,1,1,4,0,0,0,40,33,0
37,7,151322,15,4,2,1,4,1,0,0,40,33,0
43,7,345969,6,2,2,0,4,1,0,0,50,33,1
44,5,269733,15,2,4,0,4,1,0,0,30,33,0
39,6,126569,6,2,2,0,4,1,15024,0,60,33,1
26,4,323044,7,2,9,0,4,1,0,0,45,3,1
42,6,33795,3,2,8,0,4,1,0,0,45,33,0
59,4,368005,1,2,8,0,4,1,0,0,40,33,0
34,4,203488,15,2,4,0,4,1,15024,0,40,33,1
55,4,195329,3,6,13,1,4,0,2202,0,35,15,0
47,4,139701,10,4,12,4,4,0,0,0,40,38,0
22,4,191455,7,2,5,5,3,0,0,0,15,33,0
45,7,319666,6,0,2,4,4,0,0,0,43,33,0
41,4,192712,3,4,1,2,4,0,0,0,40,33,0
36,4,250807,1,4,8,1,2,0,0,0,40,33,0
59,4,395736,3,2,11,0,4,1,0,0,40,33,1
50,5,175070,6,2,2,0,4,1,0,0,45,33,1
42,4,344624,3,2,6,0,4,1,0,1902,50,33,1
26,4,305304,1,2,12,0,4,1,0,0,40,33,0
26,4,213383,3,4,11,1,4,1,0,0,40,33,0
26,4,186950,14,2,1,5,4,0,0,0,40,33,1
27,4,136448,15,4,1,1,2,0,0,0,40,33,0
49,5,140644,15,2,4,0,4,1,5013,0,45,33,0
36,4,191807,3,0,8,1,4,1,0,0,75,33,0
50,4,192203,1,2,6,0,4,1,0,0,40,33,0
38,4,52963,15,4,1,1,4,0,0,0,50,33,0
19,4,111836,3,4,6,3,4,1,0,0,35,33,0
48,4,156926,15,0,1,1,4,1,0,0,40,33,0
34,2,210164,7,2,8,0,4,1,0,1740,40,33,0
24,4,228649,15,4,1,3,4,1,0,0,38,33,0
51,4,201127,3,0,4,1,4,1,0,0,45,33,0
26,4,160307,4,4,2,1,4,0,0,2001,40,33,0
21,4,83704,8,2,8,0,4,1,0,0,40,33,0
37,4,80638,15,2,13,0,1,1,0,0,30,23,0
46,4,234690,3,2,4,0,4,1,0,0,40,33,0
29,4,224421,14,1,10,0,4,1,0,0,44,33,1
33,4,192644,3,5,11,4,4,1,0,0,35,27,0
39,6,160808,7,2,13,0,2,1,0,0,40,33,0
72,5,84587,10,2,9,0,1,1,0,0,20,17,0
32,4,182274,3,5,13,3,4,0,0,0,37,33,0
57,4,314153,15,2,4,0,4,1,0,1887,55,33,1
55,4,98746,7,2,5,0,4,1,0,0,50,12,1
52,7,338816,4,4,1,1,4,1,0,0,70,33,1
33,4,83231,3,2,13,5,4,0,0,0,40,33,0
39,4,102953,15,2,4,0,4,1,7298,0,55,33,1
20,4,194102,7,4,2,2,4,1,0,0,12,33,0
47,5,154174,3,2,8,0,4,1,0,0,60,33,1
48,7,54985,15,2,2,0,4,1,0,0,40,33,0
41,4,190205,3,2,8,0,4,1,0,0,45,33,0
39,2,272166,15,5,2,1,2,1,0,0,30,33,0
36,4,294760,14,2,5,0,4,1,0,0,50,33,0
67,6,268781,15,2,2,0,4,1,0,0,20,33,1
38,4,98080,7,4,1,2,3,1,0,0,40,11,0
26,0,223665,3,0,0,4,4,0,0,0,84,33,0
20,4,48121,3,4,11,3,4,1,0,0,40,33,0
57,6,411604,12,2,10,0,4,1,0,0,45,19,0
27,4,189702,11,2,8,0,4,1,0,0,40,33,0
26,4,200639,7,2,12,0,4,1,0,0,40,33,0
25,4,210095,1,3,11,1,4,0,0,0,40,19,0
35,4,269323,15,2,5,0,4,1,0,1887,40,33,1
71,6,137723,3,2,12,0,4,1,1455,0,3,33,0
36,4,167482,0,4,11,1,4,1,0,0,40,33,0
45,4,213140,4,2,2,0,4,1,0,1977,52,33,1
42,4,191196,13,0,1,1,4,1,0,0,40,33,0
53,1,186087,3,0,5,4,4,1,0,0,40,33,0
32,2,203849,7,2,6,0,4,1,0,0,40,33,0
42,4,136986,3,2,8,0,4,1,7688,0,50,33,1
36,2,287821,15,2,1,5,4,0,0,0,40,33,1
51,4,305147,15,4,2,1,4,1,0,0,40,33,0
47,4,74305,15,0,8,1,4,1,0,0,40,33,0
46,4,116143,15,2,10,0,4,1,0,0,40,33,0
37,4,200153,3,2,8,0,4,1,0,0,40,33,0
55,4,209476,4,4,2,1,4,0,0,0,40,33,0
24,4,39827,7,2,12,5,3,0,0,0,40,27,0
54,4,227832,7,2,1,0,4,1,0,0,40,33,0
62,4,161460,15,4,10,1,4,1,0,0,30,33,0
33,4,373432,7,5,8,3,4,1,0,0,60,33,0
72,0,108796,6,2,0,0,4,1,0,0,40,33,1
26,1,345157,3,4,1,3,4,1,0,0,40,33,0
30,4,437825,15,2,4,0,4,1,0,0,20,22,0
39,4,355468,3,2,4,0,4,1,0,1887,46,33,1
46,4,358533,7,2,3,0,2,1,0,0,40,33,1
49,7,133917,2,2,2,0,2,1,0,1902,60,0,1
49,5,77132,3,2,9,0,4,1,0,0,40,12,1
31,4,158672,1,5,13,1,4,1,0,0,38,27,0
51,2,159755,4,2,2,0,4,1,0,0,40,33,1
41,4,184378,3,5,8,1,4,1,0,0,40,33,0
50,2,237356,7,2,3,0,4,1,7298,0,40,33,1
41,4,190591,3,5,13,4,2,0,0,0,20,33,0
23,4,362623,0,2,13,0,4,1,0,1573,30,19,0
18,4,249857,7,4,13,3,4,1,0,0,20,33,0
64,6,30310,11,2,10,0,4,1,0,0,60,33,0
40,5,182437,13,2,4,0,4,1,15024,0,50,33,1
23,7,170091,7,4,2,3,4,0,0,0,6,33,0
30,5,77689,15,2,4,0,4,1,7688,0,50,33,1
45,1,391585,15,2,3,0,4,1,7688,0,50,33,1
40,4,53506,15,0,8,3,4,0,0,0,40,33,0
39,5,154641,3,0,8,4,4,1,0,0,60,33,0
45,4,226246,3,0,11,1,4,1,0,0,50,33,0
25,2,336320,15,0,3,1,4,0,0,0,40,33,0
